bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21
pg35247-1,0.0263,0.1431,0.2018,0.1015,0.0194,0.0221,0.0301,0.0607,0.0452,0.0004,0.0061,0.0116,0.0079,0.1089,-0.0678,0.0261,0.3824,0.2353,0.3824,0.7280,-0.0596,-0.4924
pg35247-4,0.0294,0.1212,0.1902,0.1082,0.0180,0.0235,0.0290,0.0551,0.0519,0.0002,0.0058,0.0117,0.0083,0.1018,-0.0898,0.0309,0.2647,0.4412,0.2941,0.7813,-0.0596,-0.4924
pg35247-3,0.0210,0.1407,0.1736,0.0917,0.0206,0.0247,0.0318,0.0596,0.0467,0.0000,0.0065,0.0099,0.0057,0.1078,-0.0551,0.0213,0.1818,0.3333,0.4848,0.7349,-0.0596,-0.4924
pg35442-10,0.0088,0.1506,0.0986,0.0710,0.0233,0.0303,0.0402,0.0757,0.0288,0.0006,0.0104,0.0118,0.0044,0.1387,0.1195,0.0095,0.0000,0.0667,0.9333,0.6028,0.1359,1.3375
pg35247-6,0.0323,0.1766,0.1082,0.1086,0.0171,0.0254,0.0296,0.0569,0.0535,0.0000,0.0046,0.0078,0.0071,0.0989,-0.0930,0.0359,0.3824,0.2941,0.3235,0.7634,-0.0596,-0.4924
pg35442-11,0.0070,0.1542,0.0747,0.0785,0.0259,0.0253,0.0416,0.0785,0.0254,0.0005,0.0097,0.0108,0.0057,0.1411,0.1475,0.0055,0.0714,0.2143,0.7143,0.6079,0.1359,1.3375
pg35247-5,0.0259,0.1440,0.1802,0.1023,0.0192,0.0236,0.0293,0.0579,0.0474,0.0001,0.0062,0.0108,0.0085,0.1043,-0.0760,0.0247,0.1818,0.3030,0.5152,0.7632,-0.0596,-0.4924
pg35442-12,0.0075,0.2628,0.0361,0.0773,0.0281,0.0285,0.0377,0.0730,0.0249,0.0003,0.0098,0.0070,0.0035,0.1278,0.2170,0.0051,0.0625,0.0000,0.9375,0.5205,0.1359,1.3375
pg35247-8,0.0283,0.2154,0.1518,0.0965,0.0226,0.0214,0.0312,0.0477,0.0557,0.0015,0.0047,0.0191,0.0067,0.1041,-0.0949,0.0271,0.2353,0.2059,0.5588,0.7500,-0.0596,-0.4924
pg35442-13,0.0111,0.1455,0.0586,0.0670,0.0280,0.0284,0.0371,0.0806,0.0265,0.0002,0.0081,0.0052,0.0038,0.1311,0.1790,0.0134,0.1250,0.1250,0.7500,0.5698,0.1359,1.3375
pg35247-7,0.0204,0.2142,0.2142,0.1023,0.0214,0.0224,0.0263,0.0647,0.0470,0.0002,0.0077,0.0096,0.0060,0.1085,-0.0504,0.0215,0.2121,0.2727,0.5152,0.7234,-0.0596,-0.4924
pg35367-1,0.0119,0.5034,0.1186,0.0429,0.0296,0.0271,0.0458,0.0854,0.0194,0.0007,0.0135,0.0090,0.0040,0.1544,0.3094,0.0086,0.2308,0.0000,0.7692,0.5309,-0.0320,-0.0714
pg26482-7,0.0266,0.1245,0.2895,0.0868,0.0289,0.0189,0.0313,0.0784,0.0449,0.0018,0.0080,0.0024,0.0052,0.1219,-0.0482,0.0243,0.2000,0.3000,0.5000,0.7049,-0.0405,0.0052
pg35367-2,0.0139,0.3638,0.2065,0.0586,0.0310,0.0238,0.0345,0.0869,0.0223,0.0010,0.0107,0.0082,0.0057,0.1413,0.1808,0.0153,0.2143,0.1429,0.6429,0.6310,-0.0320,-0.0714
pg18489-6,0.0231,0.3917,0.0597,0.0745,0.0227,0.0246,0.0270,0.0560,0.0484,0.0026,0.0023,0.0188,0.0057,0.1066,-0.0541,0.0217,0.2000,0.3714,0.4286,0.7368,-0.0607,-0.4496
pg26482-6,0.0282,0.0945,0.1998,0.0860,0.0251,0.0205,0.0295,0.0736,0.0422,0.0023,0.0088,0.0051,0.0101,0.1193,-0.0645,0.0292,0.4286,0.1786,0.3929,0.7283,-0.0405,0.0052
pg35367-3,0.0101,0.3460,0.0417,0.0603,0.0212,0.0241,0.0410,0.0863,0.0210,0.0009,0.0187,0.0063,0.0061,0.1532,0.1808,0.0115,0.1333,0.1333,0.7333,0.6648,-0.0320,-0.0714
pg26482-9,0.0248,0.2325,0.3306,0.0689,0.0270,0.0237,0.0393,0.0716,0.0440,0.0031,0.0053,0.0024,0.0056,0.1217,-0.0342,0.0176,0.4138,0.1724,0.4138,0.6962,-0.0405,0.0052
pg35367-4,0.0131,0.4895,0.0408,0.0568,0.0241,0.0213,0.0424,0.0861,0.0233,0.0005,0.0161,0.0058,0.0042,0.1509,0.1912,0.0133,0.1250,0.3125,0.5625,0.6316,-0.0320,-0.0714
pg26482-8,0.0273,0.1250,0.3340,0.0701,0.0299,0.0224,0.0357,0.0715,0.0438,0.0022,0.0071,0.0036,0.0086,0.1201,-0.0450,0.0197,0.3000,0.1667,0.5333,0.7104,-0.0405,0.0052
pg35367-5,0.0123,0.4131,0.0749,0.0531,0.0217,0.0276,0.0423,0.0844,0.0226,0.0004,0.0140,0.0077,0.0049,0.1488,0.1983,0.0121,0.1875,0.1250,0.6875,0.6105,-0.0320,-0.0714
pg26482-3,0.0247,0.2079,0.2855,0.0811,0.0310,0.0254,0.0330,0.0814,0.0420,0.0025,0.0091,0.0042,0.0057,0.1302,-0.0244,0.0163,0.2000,0.3667,0.4333,0.6921,-0.0405,0.0052
pg35367-6,0.0167,0.4297,0.0639,0.0588,0.0273,0.0257,0.0389,0.0840,0.0264,0.0010,0.0120,0.0088,0.0064,0.1447,0.1195,0.0207,0.1875,0.1250,0.6875,0.6526,-0.0320,-0.0714
pg26482-2,0.0212,0.1898,0.3022,0.0698,0.0361,0.0251,0.0403,0.0830,0.0344,0.0017,0.0137,0.0043,0.0056,0.1430,0.0216,0.0167,0.1034,0.2414,0.6552,0.6659,-0.0405,0.0052
pg35367-7,0.0131,0.4089,0.0696,0.0553,0.0237,0.0238,0.0396,0.0888,0.0242,0.0004,0.0137,0.0072,0.0049,0.1497,0.1860,0.0138,0.0000,0.1818,0.8182,0.6223,-0.0320,-0.0714
pg26482-5,0.0294,0.1708,0.2854,0.0713,0.0247,0.0210,0.0335,0.0781,0.0435,0.0019,0.0096,0.0042,0.0087,0.1273,-0.0678,0.0281,0.3333,0.1333,0.5333,0.7010,-0.0405,0.0052
pg35367-8,0.0102,0.3668,0.1981,0.0483,0.0264,0.0247,0.0445,0.0882,0.0187,0.0009,0.0130,0.0075,0.0052,0.1541,0.2991,0.0104,0.2143,0.0000,0.7857,0.5675,-0.0320,-0.0714
pg26482-4,0.0277,0.1982,0.3308,0.0625,0.0288,0.0209,0.0396,0.0731,0.0395,0.0027,0.0101,0.0051,0.0074,0.1306,-0.0275,0.0207,0.2500,0.1071,0.6429,0.6876,-0.0405,0.0052
pg35367-9,0.0125,0.3922,0.1562,0.0635,0.0242,0.0261,0.0388,0.0822,0.0237,0.0006,0.0139,0.0048,0.0028,0.1403,0.2329,0.0123,0.2000,0.1333,0.6667,0.6137,-0.0320,-0.0714
pg26482-1,0.0170,0.2059,0.2855,0.0739,0.0354,0.0225,0.0414,0.0835,0.0345,0.0021,0.0092,0.0075,0.0071,0.1437,0.0317,0.0139,0.2333,0.1667,0.6000,0.6780,-0.0405,0.0052
pg13257-5,0.0231,0.2701,0.1739,0.0979,0.0217,0.0212,0.0345,0.0667,0.0577,0.0004,0.0053,0.0045,0.0158,0.1114,-0.1203,0.0209,0.3784,0.1081,0.5135,0.7814,-0.0458,-0.8396
pg13257-4,0.0286,0.1397,0.1881,0.1058,0.0223,0.0232,0.0419,0.0679,0.0520,0.0007,0.0084,0.0068,0.0175,0.1257,-0.1106,0.0282,0.3889,0.1944,0.4167,0.8485,-0.0458,-0.8396
pg13257-3,0.0243,0.0419,0.2272,0.0944,0.0249,0.0211,0.0375,0.0664,0.0506,0.0000,0.0082,0.0035,0.0121,0.1156,-0.0972,0.0219,0.1667,0.2222,0.6111,0.8198,-0.0458,-0.8396
pg13257-2,0.0256,0.0709,0.1905,0.0818,0.0211,0.0244,0.0356,0.0713,0.0483,0.0004,0.0076,0.0046,0.0165,0.1195,-0.0945,0.0248,0.3611,0.2500,0.3889,0.8102,-0.0458,-0.8396
pg13257-9,0.0224,0.2347,0.1431,0.0813,0.0214,0.0259,0.0373,0.0587,0.0573,0.0003,0.0054,0.0047,0.0088,0.1064,-0.0990,0.0166,0.1622,0.2703,0.5676,0.7866,-0.0458,-0.8396
pg13257-8,0.0257,0.1311,0.2028,0.0964,0.0195,0.0224,0.0356,0.0640,0.0523,0.0001,0.0057,0.0032,0.0159,0.1086,-0.1187,0.0212,0.4167,0.2222,0.3611,0.8106,-0.0458,-0.8396
pg39066-10,0.0191,0.2873,0.2314,0.0872,0.0273,0.0306,0.0320,0.0588,0.0431,0.0004,0.0019,0.0112,0.0027,0.1043,-0.0086,0.0166,0.1923,0.1154,0.6923,0.7162,-0.0607,0.3027
pg13257-7,0.0260,0.3112,0.1796,0.0871,0.0215,0.0241,0.0350,0.0654,0.0578,0.0007,0.0043,0.0054,0.0139,0.1108,-0.1206,0.0212,0.2286,0.2571,0.5143,0.7881,-0.0458,-0.8396
pg39066-11,0.0162,0.4076,0.0743,0.0865,0.0293,0.0298,0.0322,0.0591,0.0427,0.0004,0.0024,0.0110,0.0032,0.1051,-0.0051,0.0153,0.2222,0.1111,0.6667,0.7043,-0.0607,0.3027
pg13257-6,0.0188,0.2715,0.1290,0.0906,0.0210,0.0247,0.0378,0.0715,0.0485,0.0001,0.0072,0.0057,0.0109,0.1223,-0.0850,0.0175,0.4865,0.2162,0.2973,0.7577,-0.0458,-0.8396
pg39066-12,0.0171,0.3869,0.1429,0.0789,0.0276,0.0314,0.0356,0.0668,0.0406,0.0004,0.0010,0.0095,0.0041,0.1134,0.0139,0.0179,0.2222,0.2593,0.5185,0.7055,-0.0607,0.3027
pg13257-1,0.0234,0.1962,0.1239,0.0823,0.0186,0.0258,0.0425,0.0719,0.0444,0.0003,0.0086,0.0064,0.0119,0.1297,-0.0621,0.0181,0.1667,0.1389,0.6944,0.7806,-0.0458,-0.8396
pg15774-1,0.0221,0.2246,0.1858,0.0652,0.0252,0.0215,0.0412,0.0770,0.0316,0.0013,0.0127,0.0049,0.0106,0.1371,0.0143,0.0155,0.2400,0.2400,0.5200,0.7027,0.0796,-0.4561
pg15774-2,0.0271,0.1506,0.1993,0.0815,0.0314,0.0240,0.0365,0.0717,0.0309,0.0033,0.0103,0.0047,0.0243,0.1265,-0.0631,0.0199,0.3200,0.1600,0.5200,0.7463,0.0796,-0.4561
pg15774-3,0.0221,0.1065,0.1015,0.0901,0.0301,0.0199,0.0374,0.0766,0.0282,0.0020,0.0104,0.0021,0.0235,0.1285,-0.0371,0.0201,0.2083,0.5000,0.2917,0.7597,0.0796,-0.4561
pg1836-1,0.0220,0.4931,0.0127,0.0635,0.0233,0.0275,0.0310,0.0505,0.0482,0.0006,0.0021,0.0036,0.0049,0.0878,-0.0576,0.0188,0.3333,0.1667,0.5000,0.6918,-0.1096,-1.0252
pg1836-2,0.0244,0.4048,0.0429,0.0767,0.0223,0.0286,0.0281,0.0454,0.0473,0.0024,0.0008,0.0038,0.0055,0.0805,-0.0688,0.0248,0.3333,0.2292,0.4375,0.7511,-0.1096,-1.0252
pg40611-1,0.0326,0.2841,0.2047,0.0759,0.0311,0.0297,0.0148,0.0293,0.0548,0.0086,0.0073,0.0155,0.0095,0.0755,-0.1076,0.0174,0.1905,0.0952,0.7143,0.7194,-0.0735,0.1838
pg34968-1,0.0089,0.1095,0.4305,0.0631,0.0319,0.0268,0.0391,0.0819,0.0149,0.0064,0.0115,0.0042,0.0058,0.1431,0.4778,0.0133,0.1429,0.2857,0.5714,0.4358,-0.0851,-0.3196
pg34968-2,0.0137,0.1374,0.3266,0.0656,0.0290,0.0221,0.0378,0.0852,0.0195,0.0083,0.0089,0.0050,0.0049,0.1452,0.2723,0.0160,0.2500,0.0625,0.6875,0.5115,-0.0851,-0.3196
pg34968-3,0.0175,0.1901,0.3214,0.0792,0.0297,0.0226,0.0381,0.0913,0.0178,0.0100,0.0115,0.0051,0.0120,0.1560,0.1581,0.0197,0.0588,0.0000,0.9412,0.6165,-0.0851,-0.3196
pg34968-4,0.0121,0.2494,0.2787,0.0737,0.0335,0.0222,0.0383,0.0823,0.0193,0.0077,0.0107,0.0034,0.0049,0.1423,0.3137,0.0131,0.2000,0.1333,0.6667,0.4940,-0.0851,-0.3196
pg40611-6,0.0285,0.2656,0.1527,0.0834,0.0273,0.0307,0.0172,0.0348,0.0539,0.0067,0.0150,0.0088,0.0110,0.0825,-0.1023,0.0165,0.4286,0.2619,0.3095,0.7641,-0.0735,0.1838
pg40611-7,0.0311,0.2608,0.2235,0.1029,0.0312,0.0232,0.0153,0.0346,0.0468,0.0064,0.0127,0.0196,0.0186,0.0886,-0.1094,0.0239,0.3415,0.2195,0.4390,0.8006,-0.0735,0.1838
pg40611-4,0.0295,0.2903,0.1984,0.0908,0.0246,0.0259,0.0190,0.0422,0.0596,0.0051,0.0139,0.0090,0.0082,0.0892,-0.1209,0.0150,0.3415,0.3171,0.3415,0.8136,-0.0735,0.1838
pg40611-5,0.0315,0.3159,0.0414,0.0864,0.0247,0.0236,0.0141,0.0398,0.0491,0.0071,0.0159,0.0099,0.0196,0.0868,-0.1300,0.0208,0.1429,0.3333,0.5238,0.8081,-0.0735,0.1838
pg40611-2,0.0301,0.3988,0.2291,0.0816,0.0345,0.0258,0.0121,0.0316,0.0533,0.0084,0.0131,0.0189,0.0103,0.0841,-0.1020,0.0135,0.2683,0.2439,0.4878,0.7282,-0.0735,0.1838
pg40611-3,0.0255,0.3339,0.3696,0.0876,0.0355,0.0306,0.0162,0.0360,0.0534,0.0079,0.0135,0.0191,0.0109,0.0927,-0.1113,0.0090,0.3571,0.2857,0.3571,0.7795,-0.0735,0.1838
pg32042-9,0.0093,0.1999,0.1251,0.0902,0.0220,0.0288,0.0372,0.0542,0.0479,0.0002,0.0005,0.0011,0.0037,0.0932,-0.0358,0.0035,0.3125,0.1250,0.5625,0.6690,-0.0565,0.8282
pg32042-7,0.0110,0.1977,0.0840,0.0906,0.0237,0.0288,0.0344,0.0588,0.0456,0.0008,0.0006,0.0029,0.0047,0.0975,-0.0312,0.0034,0.4375,0.0938,0.4688,0.6690,-0.0565,0.8282
pg32042-8,0.0082,0.1831,0.1276,0.0927,0.0209,0.0322,0.0362,0.0575,0.0409,0.0003,0.0005,0.0016,0.0035,0.0961,0.0036,0.0026,0.2903,0.3871,0.3226,0.6682,-0.0565,0.8282
pg32042-5,0.0077,0.1883,0.2258,0.0971,0.0256,0.0276,0.0322,0.0601,0.0542,0.0004,0.0007,0.0019,0.0074,0.0953,-0.0850,0.0034,0.1875,0.1875,0.6250,0.7044,-0.0565,0.8282
pg34835-1,0.0170,0.2611,0.1553,0.0702,0.0225,0.0241,0.0285,0.0615,0.0550,0.0001,0.0016,0.0037,0.0047,0.0954,-0.0808,0.0226,0.2222,0.1667,0.6111,0.7439,-0.0437,-0.8511
pg32042-6,0.0052,0.2572,0.0863,0.0876,0.0236,0.0305,0.0352,0.0563,0.0513,0.0001,0.0009,0.0037,0.0037,0.0962,-0.0606,0.0028,0.3438,0.0625,0.5938,0.6285,-0.0565,0.8282
pg34835-2,0.0202,0.2358,0.2191,0.0836,0.0241,0.0220,0.0293,0.0602,0.0562,0.0001,0.0021,0.0022,0.0050,0.0939,-0.0910,0.0270,0.3077,0.2821,0.4103,0.7759,-0.0437,-0.8511
pg34835-3,0.0226,0.1731,0.1740,0.0923,0.0221,0.0215,0.0245,0.0619,0.0602,0.0000,0.0032,0.0024,0.0082,0.0920,-0.1152,0.0325,0.2308,0.1795,0.5897,0.8263,-0.0437,-0.8511
pg34835-4,0.0184,0.2657,0.1191,0.1068,0.0208,0.0220,0.0255,0.0552,0.0580,0.0000,0.0027,0.0028,0.0078,0.0862,-0.1126,0.0265,0.2821,0.1795,0.5385,0.8285,-0.0437,-0.8511
pg34835-5,0.0197,0.2591,0.0830,0.0980,0.0201,0.0220,0.0253,0.0557,0.0582,0.0000,0.0027,0.0024,0.0070,0.0861,-0.1126,0.0278,0.2821,0.2821,0.4359,0.8108,-0.0437,-0.8511
pg34835-6,0.0194,0.2966,0.0498,0.1038,0.0206,0.0204,0.0275,0.0576,0.0577,0.0001,0.0023,0.0039,0.0083,0.0914,-0.1066,0.0245,0.3684,0.2105,0.4211,0.7971,-0.0437,-0.8511
pg34835-7,0.0195,0.2058,0.1357,0.1087,0.0225,0.0223,0.0253,0.0575,0.0565,0.0000,0.0025,0.0044,0.0073,0.0897,-0.0990,0.0279,0.2564,0.0769,0.6667,0.8178,-0.0437,-0.8511
pg34835-8,0.0184,0.2802,0.1649,0.0851,0.0216,0.0239,0.0310,0.0602,0.0565,0.0000,0.0016,0.0037,0.0063,0.0965,-0.0953,0.0246,0.2051,0.2821,0.5128,0.7904,-0.0437,-0.8511
pg34835-9,0.0204,0.2086,0.1945,0.0927,0.0267,0.0211,0.0291,0.0562,0.0605,0.0002,0.0024,0.0065,0.0078,0.0943,-0.1104,0.0287,0.3684,0.2368,0.3947,0.8092,-0.0437,-0.8511
pg23789-10,0.0218,0.2010,0.2207,0.0715,0.0250,0.0256,0.0449,0.0712,0.0393,0.0011,0.0057,0.0023,0.0089,0.1252,-0.0225,0.0142,0.3929,0.2500,0.3571,0.7036,0.0190,-0.5760
pg29743-9,0.0144,0.1799,0.0880,0.0857,0.0166,0.0224,0.0399,0.0730,0.0309,0.0019,0.0027,0.0074,0.0061,0.1249,0.1067,0.0162,0.2105,0.2632,0.5263,0.6717,-0.0118,-0.4502
pg23789-11,0.0272,0.1192,0.1987,0.0679,0.0277,0.0236,0.0423,0.0763,0.0387,0.0008,0.0066,0.0022,0.0133,0.1282,-0.0281,0.0188,0.2963,0.2963,0.4074,0.7320,0.0190,-0.5760
pg9849-11,0.0180,0.3896,0.1703,0.0768,0.0253,0.0284,0.0336,0.0592,0.0497,0.0000,0.0038,0.0015,0.0046,0.0982,-0.0614,0.0149,0.5161,0.0968,0.3871,0.7698,-0.0480,-0.8727
pg23789-12,0.0248,0.2236,0.1517,0.0823,0.0304,0.0242,0.0441,0.0710,0.0377,0.0018,0.0077,0.0034,0.0151,0.1280,-0.0324,0.0164,0.2500,0.2143,0.5357,0.7469,0.0190,-0.5760
pg9849-10,0.0236,0.2609,0.1654,0.1051,0.0237,0.0253,0.0327,0.0591,0.0516,0.0000,0.0041,0.0027,0.0044,0.0986,-0.0804,0.0241,0.2333,0.3000,0.4667,0.8119,-0.0480,-0.8727
pg23789-13,0.0288,0.1899,0.0946,0.0858,0.0277,0.0233,0.0434,0.0701,0.0353,0.0010,0.0055,0.0026,0.0208,0.1226,-0.0530,0.0234,0.2069,0.1724,0.6207,0.7953,0.0190,-0.5760
pg29743-5,0.0146,0.3363,0.1731,0.0795,0.0222,0.0230,0.0414,0.0712,0.0318,0.0028,0.0028,0.0030,0.0037,0.1212,0.1042,0.0148,0.1579,0.3158,0.5263,0.6673,-0.0118,-0.4502
pg29743-6,0.0109,0.3043,0.2063,0.0729,0.0260,0.0307,0.0418,0.0680,0.0273,0.0009,0.0017,0.0026,0.0021,0.1150,0.1877,0.0079,0.0556,0.1111,0.8333,0.6156,-0.0118,-0.4502
pg29743-7,0.0123,0.2201,0.1660,0.0856,0.0216,0.0260,0.0424,0.0695,0.0272,0.0020,0.0020,0.0026,0.0027,0.1185,0.1825,0.0096,0.2105,0.1579,0.6316,0.6335,-0.0118,-0.4502
pg29743-8,0.0142,0.2417,0.0406,0.0776,0.0184,0.0256,0.0371,0.0753,0.0285,0.0015,0.0041,0.0031,0.0041,0.1211,0.1235,0.0177,0.2000,0.2500,0.5500,0.6622,-0.0118,-0.4502
pg1748-11,0.0357,0.3344,0.1397,0.0951,0.0302,0.0212,0.0308,0.0700,0.0430,0.0015,0.0076,0.0019,0.0070,0.1118,-0.0586,0.0305,0.3214,0.1786,0.5000,0.7170,-0.0044,-0.0378
pg1748-12,0.0313,0.3196,0.0680,0.0735,0.0235,0.0248,0.0302,0.0758,0.0404,0.0024,0.0064,0.0067,0.0072,0.1215,-0.0257,0.0208,0.2692,0.2692,0.4615,0.6741,-0.0044,-0.0378
pg1748-13,0.0345,0.3052,0.1178,0.0802,0.0217,0.0235,0.0323,0.0797,0.0412,0.0015,0.0093,0.0026,0.0054,0.1254,-0.0347,0.0301,0.3571,0.1429,0.5000,0.7014,-0.0044,-0.0378
pg1748-14,0.0308,0.3612,0.0683,0.0746,0.0176,0.0228,0.0350,0.0766,0.0394,0.0013,0.0091,0.0026,0.0086,0.1246,-0.0444,0.0268,0.3704,0.2222,0.4074,0.7216,-0.0044,-0.0378
pg1748-10,0.0212,0.1659,0.0897,0.0966,0.0282,0.0254,0.0380,0.0726,0.0424,0.0020,0.0100,0.0008,0.0030,0.1234,-0.0093,0.0124,0.1538,0.1154,0.7308,0.6982,-0.0044,-0.0378
pg15774-8,0.0217,0.2221,0.2259,0.0753,0.0314,0.0215,0.0424,0.0614,0.0367,0.0036,0.0091,0.0036,0.0102,0.1201,-0.0093,0.0136,0.2000,0.2800,0.5200,0.7125,0.0796,-0.4561
pg15774-9,0.0227,0.1879,0.1586,0.0759,0.0332,0.0213,0.0445,0.0669,0.0331,0.0027,0.0065,0.0024,0.0200,0.1230,-0.0482,0.0147,0.2500,0.1667,0.5833,0.7229,0.0796,-0.4561
pg15774-4,0.0213,0.1338,0.1898,0.0888,0.0308,0.0213,0.0387,0.0674,0.0256,0.0015,0.0091,0.0042,0.0272,0.1209,-0.0616,0.0183,0.4615,0.2308,0.3077,0.7718,0.0796,-0.4561
pg15774-5,0.0241,0.0923,0.3250,0.0762,0.0278,0.0226,0.0330,0.0748,0.0274,0.0024,0.0124,0.0046,0.0214,0.1272,-0.0371,0.0192,0.5556,0.1111,0.3333,0.7807,0.0796,-0.4561
pg15774-6,0.0211,0.1622,0.2380,0.0792,0.0330,0.0219,0.0374,0.0629,0.0293,0.0016,0.0083,0.0040,0.0220,0.1142,-0.0433,0.0146,0.4444,0.1852,0.3704,0.7604,0.0796,-0.4561
pg15774-7,0.0253,0.1296,0.2105,0.0862,0.0373,0.0198,0.0340,0.0670,0.0302,0.0025,0.0070,0.0046,0.0275,0.1151,-0.0706,0.0204,0.3333,0.2593,0.4074,0.7854,0.0796,-0.4561
pg22271-1,0.0056,0.3157,0.1048,0.0559,0.0179,0.0336,0.0523,0.0643,0.0305,0.0000,0.0012,0.0031,0.0003,0.1209,0.1816,0.0001,0.0588,0.1765,0.7647,0.5657,-0.1085,0.7992
pg1849-1,0.0322,0.3230,0.0485,0.0832,0.0261,0.0249,0.0245,0.0565,0.0628,0.0001,0.0004,0.0026,0.0061,0.0841,-0.1221,0.0324,0.3171,0.1463,0.5366,0.7441,-0.0373,-0.4339
pg1849-2,0.0350,0.2228,0.1016,0.0961,0.0260,0.0254,0.0218,0.0542,0.0658,0.0000,0.0001,0.0037,0.0068,0.0798,-0.1368,0.0400,0.3500,0.3750,0.2750,0.7504,-0.0373,-0.4339
pg29743-1,0.0184,0.2306,0.1731,0.0957,0.0227,0.0249,0.0382,0.0646,0.0396,0.0026,0.0023,0.0045,0.0065,0.1122,0.0074,0.0176,0.3000,0.2000,0.5000,0.7581,-0.0118,-0.4502
pg1849-3,0.0337,0.2449,0.1283,0.1068,0.0312,0.0200,0.0194,0.0546,0.0688,0.0000,0.0002,0.0046,0.0059,0.0788,-0.1404,0.0374,0.4250,0.2500,0.3250,0.7665,-0.0373,-0.4339
pg29743-2,0.0155,0.3267,0.1144,0.0951,0.0255,0.0251,0.0385,0.0664,0.0352,0.0018,0.0022,0.0038,0.0036,0.1127,0.0538,0.0143,0.2500,0.1500,0.6000,0.7362,-0.0118,-0.4502
pg1849-4,0.0288,0.2492,0.1675,0.0959,0.0301,0.0197,0.0219,0.0588,0.0592,0.0000,0.0003,0.0047,0.0060,0.0857,-0.1093,0.0322,0.1750,0.5250,0.3000,0.7349,-0.0373,-0.4339
pg29743-3,0.0127,0.2356,0.2039,0.0914,0.0253,0.0255,0.0382,0.0696,0.0316,0.0012,0.0028,0.0074,0.0033,0.1192,0.1029,0.0109,0.4000,0.1000,0.5000,0.6715,-0.0118,-0.4502
pg1849-5,0.0325,0.2078,0.2149,0.1090,0.0315,0.0218,0.0236,0.0535,0.0684,0.0000,0.0003,0.0046,0.0065,0.0820,-0.1399,0.0340,0.2195,0.3902,0.3902,0.7687,-0.0373,-0.4339
pg29743-4,0.0137,0.3269,0.0571,0.0893,0.0245,0.0253,0.0399,0.0709,0.0348,0.0014,0.0034,0.0078,0.0047,0.1234,0.0528,0.0135,0.3158,0.0000,0.6842,0.7405,-0.0118,-0.4502
pg1748-15,0.0240,0.2452,0.2108,0.0721,0.0209,0.0227,0.0328,0.0822,0.0366,0.0016,0.0076,0.0026,0.0077,0.1268,-0.0100,0.0197,0.3571,0.1071,0.5357,0.6661,-0.0044,-0.0378
pg1849-6,0.0337,0.1984,0.1504,0.1031,0.0259,0.0226,0.0228,0.0528,0.0705,0.0000,0.0001,0.0055,0.0077,0.0812,-0.1478,0.0375,0.3500,0.3500,0.3000,0.7849,-0.0373,-0.4339
pg1748-16,0.0272,0.1993,0.2654,0.0831,0.0273,0.0220,0.0298,0.0785,0.0420,0.0028,0.0069,0.0030,0.0060,0.1210,-0.0336,0.0223,0.2857,0.2143,0.5000,0.6727,-0.0044,-0.0378
pg1849-7,0.0334,0.2082,0.1582,0.0928,0.0273,0.0219,0.0209,0.0568,0.0646,0.0002,0.0003,0.0034,0.0045,0.0816,-0.1266,0.0371,0.1463,0.4390,0.4146,0.7323,-0.0373,-0.4339
pg1748-17,0.0296,0.2996,0.1513,0.0789,0.0229,0.0233,0.0310,0.0747,0.0428,0.0015,0.0082,0.0019,0.0063,0.1173,-0.0365,0.0215,0.2692,0.3462,0.3846,0.7043,-0.0044,-0.0378
pg1849-8,0.0287,0.2017,0.1074,0.0924,0.0286,0.0216,0.0224,0.0582,0.0610,0.0001,0.0002,0.0031,0.0046,0.0840,-0.1136,0.0336,0.2308,0.3333,0.4359,0.7415,-0.0373,-0.4339
pg1748-18,0.0328,0.2712,0.1640,0.0925,0.0239,0.0245,0.0288,0.0665,0.0478,0.0026,0.0064,0.0021,0.0102,0.1064,-0.0921,0.0272,0.3333,0.1481,0.5185,0.7390,-0.0044,-0.0378
pg1849-9,0.0318,0.1617,0.1770,0.1109,0.0264,0.0236,0.0229,0.0499,0.0709,0.0001,0.0000,0.0034,0.0061,0.0763,-0.1488,0.0333,0.4390,0.2927,0.2683,0.8090,-0.0373,-0.4339
pg8805-1,0.0197,0.3466,0.2716,0.0654,0.0226,0.0309,0.0254,0.0498,0.0454,0.0004,0.0035,0.0097,0.0036,0.0888,-0.0147,0.0115,0.1765,0.1471,0.6765,0.6504,-0.0469,0.3158
pg8805-2,0.0191,0.4398,0.1814,0.0471,0.0218,0.0308,0.0293,0.0572,0.0406,0.0003,0.0033,0.0083,0.0047,0.0984,0.0175,0.0117,0.1212,0.3939,0.4848,0.6096,-0.0469,0.3158
pg8805-3,0.0208,0.4119,0.0925,0.0563,0.0226,0.0294,0.0290,0.0489,0.0451,0.0003,0.0048,0.0063,0.0069,0.0893,-0.0318,0.0141,0.2647,0.1176,0.6176,0.6628,-0.0469,0.3158
pg8805-4,0.0245,0.3541,0.1842,0.0592,0.0244,0.0287,0.0228,0.0537,0.0461,0.0002,0.0025,0.0064,0.0058,0.0856,-0.0318,0.0195,0.2059,0.1471,0.6471,0.6472,-0.0469,0.3158
